Wall time,Step,Value
1778279520.175193,125,0.9942528605461121
1778279520.328712,126,0.9885057210922241
1778279520.484108,127,0.9894636273384094
1778279520.946357,130,0.99042147397995
1778279521.1009,131,0.9913793206214905
1778279521.404482,133,0.9875478744506836
1778279521.715335,135,0.992337167263031
1778279522.019845,137,0.9932950139045715
1778279522.342096,139,0.9894636273384094
1778279522.650972,141,0.99042147397995
1778279522.808545,142,0.984674334526062
1778279522.964204,143,0.984674334526062
1778279523.117487,144,0.9932950139045715
1778279523.273274,145,0.992337167263031
1778279523.427168,146,0.9913793206214905
1778279523.582004,147,0.9913793206214905
1778279523.74161,148,0.9894636273384094
1778279523.901598,149,0.99042147397995
1778279524.217942,151,0.99042147397995
1778279524.536107,153,0.9741379022598267
1778279524.688914,154,0.9865900278091431
1778279524.998883,156,0.992337167263031
1778279525.296941,158,0.992337167263031
1778279525.448575,159,0.9894636273384094
1778279525.624083,160,0.99042147397995
1778279525.780113,161,0.9894636273384094
1778279525.933051,162,0.9865900278091431
1778279526.082599,163,0.9865900278091431
1778279526.229499,164,0.9885057210922241
1778279526.384838,165,0.9856321811676025
1778279526.537274,166,0.9894636273384094
1778279526.695218,167,0.9942528605461121
1778279526.852194,168,0.992337167263031
1778279527.163074,170,0.99042147397995
1778279527.314123,171,0.9837164878845215
1778279527.624407,173,0.9971264600753784
1778279527.948293,175,0.9913793206214905
1778279528.119737,176,0.992337167263031
1778279528.278505,177,0.9894636273384094
1778279528.432292,178,0.992337167263031
1778279528.586895,179,0.9913793206214905
1778279528.899895,181,0.9894636273384094
1778279529.054288,182,0.9932950139045715
1778279529.376457,184,0.99042147397995
1778279529.528514,185,0.9913793206214905
1778279529.679176,186,0.9942528605461121
1778279529.829113,187,0.9894636273384094
1778279529.981462,188,0.9942528605461121
1778279530.282485,190,0.992337167263031
1778279530.434594,191,0.9932950139045715
1778279530.587553,192,0.992337167263031
1778279530.746327,193,0.9913793206214905
1778279531.210162,196,0.9894636273384094
1778279531.535135,198,0.992337167263031
1778279531.692505,199,0.992337167263031
1778280635.712852,1,0.4241071343421936
1778280635.955222,2,0.5932539701461792
1778280636.171423,3,0.761904776096344
1778280636.611062,5,0.9027777910232544
1778280636.826411,6,0.9201388955116272
1778280637.241556,8,0.9588293433189392
1778280637.662982,10,0.9647817611694336
1778280638.764345,15,0.9786706566810608
1778280638.976218,16,0.9841269850730896
1778280639.711954,19,0.9796627163887024
1778280639.929918,20,0.980654776096344
1778280640.146765,21,0.9885912537574768
1778280640.355499,22,0.9875991940498352
1778280640.576562,23,0.9885912537574768
1778280640.794911,24,0.9851190447807312
1778280641.246152,26,0.9866071343421936
1778280641.68649,28,0.9890872836112976
1778280642.131825,30,0.9900793433189392
1778280642.56842,32,0.9885912537574768
1778280643.264149,35,0.988095223903656
1778280643.50309,36,0.9890872836112976
1778280644.182021,39,0.9930555820465088
1778280644.40699,40,0.983134925365448
1778280644.635271,41,0.983134925365448
1778280644.860934,42,0.9900793433189392
1778280645.324517,44,0.99057537317276
1778280645.55491,45,0.9930555820465088
1778280646.226098,48,0.9915674328804016
1778280646.451015,49,0.9871031641960144
1778280646.671215,50,0.99057537317276
1778280646.889261,51,0.992559552192688
1778280647.535709,54,0.9890872836112976
1778280647.759519,55,0.988095223903656
1778280648.24589,57,0.9910714030265808
1778280648.475322,58,0.9935516119003296
1778280648.71161,59,0.9920634627342224
1778280648.953063,60,0.9915674328804016
1778280649.174378,61,0.99057537317276
1778280649.399201,62,0.9900793433189392
1778280649.63136,63,0.9895833134651184
1778280649.86422,64,0.9915674328804016
1778280650.090319,65,0.9955357313156128
1778280650.307119,66,0.995039701461792
1778280650.535879,67,0.992559552192688
1778280650.759501,68,0.9851190447807312
1778280650.980217,69,0.9930555820465088
1778280651.203778,70,0.992559552192688
1778280651.432496,71,0.9900793433189392
1778280651.891624,73,0.9935516119003296
1778280652.121169,74,0.9935516119003296
1778280652.818809,77,0.9910714030265808
1778280653.055666,78,0.9885912537574768
1778280653.943693,82,0.9940476417541504
1778280654.625308,85,0.9930555820465088
1778280654.862004,86,0.9930555820465088
1778280655.309201,88,0.9945436716079712
1778280655.531737,89,0.992559552192688
1778280655.974813,91,0.9871031641960144
1778280656.20302,92,0.9801587462425232
1778280656.428494,93,0.9890872836112976
1778280657.099202,96,0.9930555820465088
1778280657.314856,97,0.9930555820465088
1778280657.753425,99,0.9930555820465088
1778280658.668491,103,0.9841269850730896
1778280658.905562,104,0.9816468358039856
1778280659.398829,106,0.9945436716079712
1778280659.619908,107,0.9940476417541504
1778280659.843561,108,0.9935516119003296
1778280660.074398,109,0.992559552192688
1778280660.304377,110,0.9945436716079712
1778280660.534549,111,0.992559552192688
1778280660.774285,112,0.9935516119003296
1778280661.229699,114,0.995039701461792
1778280661.453038,115,0.995039701461792
1778280661.679085,116,0.9940476417541504
1778280661.894638,117,0.9940476417541504
1778280662.110926,118,0.9945436716079712
1778280662.335598,119,0.9945436716079712
1778280662.557881,120,0.9920634627342224
1778280663.263619,123,0.9796627163887024
1778280663.483394,124,0.9920634627342224
1778280663.708648,125,0.9915674328804016
1778280665.058853,131,0.9940476417541504
1778280665.547541,133,0.9940476417541504
1778280665.785219,134,0.9935516119003296
1778280666.05305,135,0.9875991940498352
1778280666.272315,136,0.9915674328804016
1778280666.517383,137,0.9945436716079712
1778280666.774493,138,0.9945436716079712
1778280667.025343,139,0.9930555820465088
1778280667.264554,140,0.9935516119003296
1778280667.489721,141,0.9955357313156128
1778280667.727423,142,0.9935516119003296
1778280667.991132,143,0.9940476417541504
1778280668.233739,144,0.9910714030265808
1778280668.459885,145,0.9885912537574768
1778280668.708846,146,0.9836309552192688
1778280668.926055,147,0.9930555820465088
1778280669.147766,148,0.9940476417541504
1778280669.372936,149,0.9940476417541504
1778280669.834927,151,0.9945436716079712
1778280670.062456,152,0.9910714030265808
1778280670.282461,153,0.988095223903656
1778280670.757726,155,0.9915674328804016
1778280671.202672,157,0.9940476417541504
1778280671.656398,159,0.99057537317276
1778280671.911942,160,0.9935516119003296
1778280672.605362,163,0.9930555820465088
1778280672.826114,164,0.9885912537574768
1778280673.077845,165,0.9866071343421936
1778280673.545638,167,0.9930555820465088
1778280673.781273,168,0.9915674328804016
1778280674.019582,169,0.9940476417541504
1778280674.466833,171,0.9945436716079712
1778280674.693435,172,0.9940476417541504
1778280674.931559,173,0.9945436716079712
1778280675.168013,174,0.995039701461792
1778280675.61259,176,0.9945436716079712
1778280675.851718,177,0.9895833134651184
1778280676.091361,178,0.9930555820465088
1778280676.318776,179,0.9940476417541504
1778280676.55625,180,0.9915674328804016
1778280676.805113,181,0.9945436716079712
1778280677.023298,182,0.9915674328804016
1778280677.26129,183,0.992559552192688
1778280677.511573,184,0.9890872836112976
1778280678.009542,186,0.9747023582458496
1778280678.282306,187,0.9935516119003296
1778280678.525022,188,0.995039701461792
1778280679.219126,191,0.9935516119003296
1778280679.488414,192,0.9920634627342224
1778280679.738322,193,0.995039701461792
1778280680.26515,195,0.9935516119003296
1778280680.512807,196,0.9930555820465088
1778280680.799589,197,0.9945436716079712
1778280681.03787,198,0.9935516119003296
1778286684.255724,0,0.16466301679611206
1778286684.588866,1,0.31730419397354126
1778286684.929498,2,0.536247730255127
1778286685.243221,3,0.7216757535934448
1778286685.561959,4,0.8353369832038879
1778286686.20419,6,0.9100182056427002
1778286686.841864,8,0.9413478970527649
1778286687.504856,10,0.9588342308998108
1778286687.840979,11,0.9559198617935181
1778286688.163501,12,0.9642987251281738
1778286689.148154,15,0.9672130942344666
1778286690.476289,19,0.9723132848739624
1778286690.837177,20,0.9766848683357239
1778286691.164623,21,0.971584677696228
1778286691.498659,22,0.9781420826911926
1778286691.843766,23,0.9755919575691223
1778286692.52258,25,0.9792349934577942
1778286692.873758,26,0.971584677696228
1778286693.933729,29,0.9821493625640869
1778286694.277218,30,0.978870689868927
1778286694.967944,32,0.9814207553863525
1778286695.640289,34,0.9810564517974854
1778286695.986712,35,0.9836065769195557
1778286697.001327,38,0.9817850589752197
1778286697.678875,40,0.9774134755134583
1778286698.013272,41,0.9792349934577942
1778286698.386247,42,0.9799635410308838
1778286698.724109,43,0.9810564517974854
1778286699.056595,44,0.9832422733306885
1778286699.40924,45,0.9814207553863525
1778286699.753452,46,0.9792349934577942
1778286700.090999,47,0.9846994280815125
1778286700.446686,48,0.9836065769195557
1778286700.786197,49,0.9814207553863525
1778286701.122874,50,0.9785063862800598
1778286701.467018,51,0.9825136661529541
1778286701.823696,52,0.9850637316703796
1778286702.150604,53,0.9792349934577942
1778286703.15756,56,0.9821493625640869
1778286703.497021,57,0.9839708805084229
1778286704.163565,59,0.9785063862800598
1778286704.848765,61,0.98433518409729
1778286705.184999,62,0.9839708805084229
1778286705.548752,63,0.9846994280815125
1778286705.884202,64,0.9850637316703796
1778286706.237788,65,0.9825136661529541
1778286706.577612,66,0.9865209460258484
1778286706.907339,67,0.9836065769195557
1778286707.243423,68,0.9839708805084229
1778286707.575481,69,0.98433518409729
1778286708.288891,71,0.9810564517974854
1778286708.61991,72,0.9854280352592468
1778286708.955313,73,0.9846994280815125
1778286709.300329,74,0.9839708805084229
1778286709.631952,75,0.9821493625640869
1778286710.314734,77,0.9723132848739624
1778286710.66793,78,0.980327844619751
1778286711.004546,79,0.9814207553863525
1778286711.357519,80,0.9872495532035828
1778286711.714147,81,0.9839708805084229
1778286712.061531,82,0.9832422733306885
1778286712.414329,83,0.9846994280815125
1778286712.762958,84,0.9854280352592468
1778286713.157766,85,0.98433518409729
1778286713.521638,86,0.9868852496147156
1778286713.865706,87,0.9836065769195557
1778286714.203597,88,0.9890710115432739
1778286714.556596,89,0.9868852496147156
1778286715.60406,92,0.9817850589752197
1778286716.269644,94,0.980327844619751
1778286716.922346,96,0.9850637316703796
1778286717.921012,99,0.9850637316703796
1778286718.261695,100,0.985792338848114
1778286718.604298,101,0.985792338848114
1778286718.93867,102,0.9799635410308838
1778286719.278923,103,0.9854280352592468
1778286719.614864,104,0.9850637316703796
1778286719.938351,105,0.9846994280815125
1778286720.277758,106,0.9817850589752197
1778286720.595542,107,0.9854280352592468
1778286720.917733,108,0.9836065769195557
1778286721.232497,109,0.9865209460258484
1778286721.569698,110,0.985792338848114
1778286721.910436,111,0.9846994280815125
1778286722.943672,114,0.9759562611579895
1778286723.289716,115,0.9821493625640869
1778286723.629552,116,0.9868852496147156
1778286724.305614,118,0.9861566424369812
1778286724.633051,119,0.9839708805084229
1778286725.331782,121,0.9883424639701843
1778286725.671599,122,0.9879781603813171
1778286726.0176,123,0.9821493625640869
1778286726.3645,124,0.9839708805084229
1778286726.715876,125,0.9865209460258484
1778286727.072398,126,0.9846994280815125
1778286728.136117,129,0.9814207553863525
1778286728.467445,130,0.9657559394836426
1778286728.795183,131,0.978870689868927
1778286730.167788,135,0.98433518409729
1778286730.499329,136,0.9883424639701843
1778286731.192729,138,0.9854280352592468
1778286731.528844,139,0.9825136661529541
1778286731.86385,140,0.98433518409729
1778286732.200473,141,0.9868852496147156
1778286732.863633,143,0.9879781603813171
1778286733.55541,145,0.985792338848114
1778286733.91084,146,0.9832422733306885
1778286734.261605,147,0.9832422733306885
1778286734.963876,149,0.9795992970466614
1778286735.308046,150,0.9865209460258484
1778286735.6673,151,0.98433518409729
1778286736.019381,152,0.9872495532035828
1778286736.364351,153,0.9868852496147156
1778286736.699533,154,0.9832422733306885
1778286737.050511,155,0.9828779697418213
1778286737.384038,156,0.9872495532035828
1778286738.395406,159,0.9865209460258484
1778286738.728717,160,0.9865209460258484
1778286739.385998,162,0.9836065769195557
1778286739.711873,163,0.98433518409729
1778286740.061873,164,0.9806921482086182
1778286740.409537,165,0.9868852496147156
1778286740.752828,166,0.985792338848114
1778286741.108263,167,0.9854280352592468
1778286741.794143,169,0.985792338848114
1778286742.154814,170,0.9825136661529541
1778286742.479867,171,0.9810564517974854
1778286742.807575,172,0.9832422733306885
1778286743.144117,173,0.9777777791023254
1778286743.482614,174,0.9836065769195557
1778286743.829962,175,0.9872495532035828
1778286744.186752,176,0.9868852496147156
1778286745.242211,179,0.9890710115432739
1778286745.587278,180,0.9883424639701843
1778286746.289454,182,0.9850637316703796
1778286746.640365,183,0.98433518409729
1778286746.984934,184,0.9854280352592468
1778286747.326685,185,0.98433518409729
1778286748.118654,187,0.98761385679245
1778286749.049704,189,0.98761385679245
1778286749.487847,190,0.9828779697418213
1778286749.947478,191,0.9828779697418213
1778286750.343974,192,0.9774134755134583
1778286750.724156,193,0.98761385679245
1778286751.101963,194,0.9872495532035828
1778286751.433106,195,0.9865209460258484
1778286751.768762,196,0.9850637316703796
1778286752.465659,198,0.9861566424369812
1778286752.845533,199,0.9821493625640869
1778287934.739706,0,0.09900457412004471
1778287935.614617,2,0.4113532304763794
1778287936.447206,4,0.6817325949668884
1778287936.845365,5,0.7600215077400208
1778287937.26877,6,0.8124831914901733
1778287937.670803,7,0.8474576473236084
1778287938.068859,8,0.8813559412956238
1778287938.480922,9,0.8921173214912415
1778287939.279333,11,0.9297820925712585
1778287939.693175,12,0.9416195750236511
1778287940.102112,13,0.9435028433799744
1778287940.93868,15,0.9585687518119812
1778287941.379749,16,0.9617971777915955
1778287942.209094,18,0.9682539701461792
1778287943.488539,21,0.9682539701461792
1778287944.325252,23,0.9755178689956665
1778287944.765613,24,0.9784772396087646
1778287945.213879,25,0.974979817867279
1778287946.524487,28,0.9782082438468933
1778287946.966665,29,0.9779391884803772
1778287947.822638,31,0.9790153503417969
1778287948.303989,32,0.9790153503417969
1778287949.306198,34,0.981974720954895
1778287949.770128,35,0.9782082438468933
1778287950.200806,36,0.9822437167167664
1778287951.066019,38,0.9795534014701843
1778287951.495511,39,0.9822437167167664
1778287952.781007,42,0.9822437167167664
1778287953.200074,43,0.9827818274497986
1778287954.068882,45,0.9798224568367004
1778287954.54331,46,0.9884315133094788
1778287954.999803,47,0.9830508232116699
1778287955.451067,48,0.9822437167167664
1778287956.339311,50,0.9860101938247681
1778287956.780505,51,0.9849340915679932
1778287957.244179,52,0.984665036201477
1778287957.700592,53,0.9838579297065735
1778287958.591252,55,0.9822437167167664
1778287959.485095,57,0.9803605079650879
1778287960.352997,59,0.983319878578186
1778287960.805795,60,0.9838579297065735
1778287961.257259,61,0.9841269850730896
1778287961.68678,62,0.9854721426963806
1778287962.114412,63,0.9822437167167664
1778287963.930763,67,0.9849340915679932
1778287964.367867,68,0.981974720954895
1778287964.816174,69,0.9817056655883789
1778287965.232642,70,0.9852031469345093
1778287965.69219,71,0.9862792491912842
1778287966.563426,73,0.9817056655883789
1778287967.015655,74,0.9862792491912842
1778287967.452833,75,0.9814366698265076
1778287967.87775,76,0.9841269850730896
1778287968.298606,77,0.9895076751708984
1778287968.73061,78,0.9830508232116699
1778287969.185939,79,0.9854721426963806
1778287969.634706,80,0.9825127720832825
1778287970.085685,81,0.9870863556861877
1778287970.507847,82,0.9841269850730896
1778287971.393171,84,0.9862792491912842
1778287971.840456,85,0.9881625175476074
1778287972.310077,86,0.9876244068145752
1778287972.758183,87,0.9892386198043823
1778287973.198041,88,0.9849340915679932
1778287973.624298,89,0.9784772396087646
1778287974.085341,90,0.9870863556861877
1778287974.982962,92,0.9798224568367004
1778287975.42013,93,0.9798224568367004
1778287975.853788,94,0.9822437167167664
1778287976.295732,95,0.9803605079650879
1778287976.703689,96,0.9849340915679932
1778287977.135465,97,0.9878934621810913
1778287977.993235,99,0.9854721426963806
1778287978.421152,100,0.9857411980628967
1778287980.275636,104,0.9876244068145752
1778287980.717101,105,0.9865483045578003
1778287981.567479,107,0.9835889339447021
1778287981.999822,108,0.9865483045578003
1778287982.428989,109,0.9870863556861877
1778287982.883709,110,0.9878934621810913
1778287983.323216,111,0.984665036201477
1778287983.776141,112,0.9881625175476074
1778287984.211174,113,0.9868173003196716
1778287985.067398,115,0.9838579297065735
1778287985.491829,116,0.9800914525985718
1778287985.946384,117,0.9843960404396057
1778287986.405276,118,0.9849340915679932
1778287987.260881,120,0.9822437167167664
1778287987.703799,121,0.983319878578186
1778287988.163564,122,0.9835889339447021
1778287988.612469,123,0.9892386198043823
1778287989.064343,124,0.9862792491912842
1778287989.537709,125,0.9843960404396057
1778287991.715471,130,0.9868173003196716
1778287992.169663,131,0.9884315133094788
1778287992.606752,132,0.9825127720832825
1778287993.030734,133,0.9808985590934753
1778287993.462229,134,0.988969624042511
1778287993.898754,135,0.9887005686759949
1778287994.78853,137,0.9876244068145752
1778287995.687202,139,0.9803605079650879
1778287997.02112,142,0.983319878578186
1778287997.470302,143,0.9881625175476074
1778287997.919436,144,0.9892386198043823
1778287998.361378,145,0.9868173003196716
1778287999.714935,148,0.9897767305374146
1778288000.155881,149,0.9881625175476074
1778288001.013516,151,0.9897767305374146
1778288001.443059,152,0.9868173003196716
1778288001.877235,153,0.9887005686759949
1778288002.308161,154,0.9852031469345093
1778288003.169606,156,0.9843960404396057
1778288003.642021,157,0.9830508232116699
1778288004.095427,158,0.9887005686759949
1778288004.540068,159,0.9868173003196716
1778288004.968854,160,0.9860101938247681
1778288005.424955,161,0.9830508232116699
1778288005.852422,162,0.9860101938247681
1778288006.312946,163,0.9895076751708984
1778288006.77232,164,0.9849340915679932
1778288007.655439,166,0.9873554110527039
1778288008.091854,167,0.9884315133094788
1778288008.953612,169,0.9873554110527039
1778288009.836451,171,0.9817056655883789
1778288010.249935,172,0.9884315133094788
1778288011.107235,174,0.9822437167167664
1778288012.016313,176,0.9870863556861877
1778288012.443517,177,0.988969624042511
1778288012.881153,178,0.9887005686759949
1778288013.291056,179,0.988969624042511
1778288014.631318,182,0.9870863556861877
1778288015.069865,183,0.9860101938247681
1778288015.496221,184,0.9849340915679932
1778288015.934998,185,0.9862792491912842
1778288016.788644,187,0.9892386198043823
1778288017.229419,188,0.9895076751708984
1778288017.674149,189,0.9900457262992859
1778288018.130639,190,0.9887005686759949
1778288018.589724,191,0.9849340915679932
1778288020.094677,194,0.9862792491912842
1778288021.073466,196,0.9876244068145752
1778288021.517386,197,0.9830508232116699
1778288022.403875,199,0.9849340915679932
1778302534.39324,0,0.11843433976173401
1778302535.300842,2,0.48257574439048767
1778302535.736252,3,0.6797980070114136
1778302536.17969,4,0.7636363506317139
1778302536.632149,5,0.8204545378684998
1778302537.526038,7,0.8714646697044373
1778302537.973846,8,0.8974747657775879
1778302538.413422,9,0.9101009964942932
1778302539.311117,11,0.9335858821868896
1778302539.76303,12,0.9398989677429199
1778302540.21533,13,0.9353535175323486
1778302540.669738,14,0.9441919326782227
1778302541.574884,16,0.955050528049469
1778302542.036647,17,0.9573232531547546
1778302543.007899,19,0.963131308555603
1778302544.384536,22,0.9666666388511658
1778302545.32704,24,0.973737359046936
1778302545.785896,25,0.967424213886261
1778302546.248753,26,0.9696969985961914
1778302546.723246,27,0.973737359046936
1778302547.715722,29,0.9744949340820312
1778302548.628855,31,0.9790403842926025
1778302549.073897,32,0.9757575988769531
1778302549.531443,33,0.9765151739120483
1778302550.000978,34,0.9777777791023254
1778302550.45469,35,0.9823232293128967
1778302550.927924,36,0.9785353541374207
1778302551.385461,37,0.978787899017334
1778302551.860477,38,0.9823232293128967
1778302552.350068,39,0.9835858345031738
1778302553.802707,42,0.9767676591873169
1778302554.298758,43,0.9845959544181824
1778302554.794099,44,0.980555534362793
1778302557.244461,49,0.9840909242630005
1778302557.713116,50,0.9835858345031738
1778302558.188484,51,0.9800505042076111
1778302558.691582,52,0.9717171788215637
